0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3734436500923769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1111111111111111,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.9036067153988272,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.2222222222222222,0.2222222222222222,1.0,0.2222222222222222,1.0,0.2222222222222222,1.0,0.4,0.0,0.0,0.0,0.0,0.49748743718592964,0.13793103448275862,0.2770503654912041,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6,0.0,0.0,0.0,0.0,0.41708542713567837,0.0,0.8064904811631456,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.4444444444444444,0.4444444444444444,1.0,0.4444444444444444,1.0,0.4444444444444444,1.0,0.6,0.0,0.0,0.0,0.0,0.41708542713567837,0.0,0.4216402923929633,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.5555555555555556,0.5555555555555556,1.0,0.5555555555555556,1.0,0.5555555555555556,1.0,0.4,0.0,0.0,0.0,0.0,0.41708542713567837,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.6754759418427183,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.7777777777777778,0.7777777777777778,1.0,0.7777777777777778,1.0,0.7777777777777778,1.0,1.0,0.0,0.0,0.0,0.0,0.41708542713567837,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,1.0,0.8888888888888888,1.0,0.4,0.0,0.0,0.0,0.0,0.49748743718592964,0.13793103448275862,0.9485902482127079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.49748743718592964,0.13793103448275862,0.36470131469729833,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
